_id,MonthYear,Station,Station_Type,Entry_Exit,Trip
16689,2022-09,Eastwood Station,Train,Entry,128200
16690,2022-09,Eastwood Station,Train,Exit,127000
16691,2022-10,Eastwood Station,Train,Entry,135870
16692,2022-10,Eastwood Station,Train,Exit,136460
16693,2022-11,Eastwood Station,Train,Entry,116040
16694,2022-11,Eastwood Station,Train,Exit,116240
16695,2022-12,Eastwood Station,Train,Entry,136110
16696,2022-12,Eastwood Station,Train,Exit,135900
16697,2023-01,Eastwood Station,Train,Entry,128870
16698,2023-01,Eastwood Station,Train,Exit,130730
16699,2023-02,Eastwood Station,Train,Entry,148110
16700,2023-02,Eastwood Station,Train,Exit,148890
16701,2023-03,Eastwood Station,Train,Entry,157520
16702,2023-03,Eastwood Station,Train,Exit,157860
16703,2023-04,Eastwood Station,Train,Entry,144920
16704,2023-04,Eastwood Station,Train,Exit,146070
16705,2023-05,Eastwood Station,Train,Entry,169430
16706,2023-05,Eastwood Station,Train,Exit,171700
16707,2023-06,Eastwood Station,Train,Entry,152600
16708,2023-06,Eastwood Station,Train,Exit,153240
16709,2023-07,Eastwood Station,Train,Entry,170090
16710,2023-07,Eastwood Station,Train,Exit,171200
16711,2023-08,Eastwood Station,Train,Entry,175090
16712,2023-08,Eastwood Station,Train,Exit,176220
16713,2023-09,Eastwood Station,Train,Entry,175310
16714,2023-09,Eastwood Station,Train,Exit,177060
16715,2023-10,Eastwood Station,Train,Entry,172080
16716,2023-10,Eastwood Station,Train,Exit,172960
16717,2023-11,Eastwood Station,Train,Entry,171660
16718,2023-11,Eastwood Station,Train,Exit,173730
16719,2023-12,Eastwood Station,Train,Entry,154080
16720,2023-12,Eastwood Station,Train,Exit,153310
16721,2024-01,Eastwood Station,Train,Entry,141260
16722,2024-01,Eastwood Station,Train,Exit,142280
16723,2024-02,Eastwood Station,Train,Entry,174430
16724,2024-02,Eastwood Station,Train,Exit,174390
16725,2024-03,Eastwood Station,Train,Entry,179410
16726,2024-03,Eastwood Station,Train,Exit,179460
16727,2024-04,Eastwood Station,Train,Entry,166410
16728,2024-04,Eastwood Station,Train,Exit,167990
16729,2024-05,Eastwood Station,Train,Entry,185650
16730,2024-05,Eastwood Station,Train,Exit,187210
16731,2024-06,Eastwood Station,Train,Entry,168760
16732,2024-06,Eastwood Station,Train,Exit,169270
16733,2016-07,Edgecliff Station,Train,Entry,207580
16734,2016-07,Edgecliff Station,Train,Exit,199190
16735,2016-08,Edgecliff Station,Train,Entry,239430
16736,2016-08,Edgecliff Station,Train,Exit,229930
16737,2016-09,Edgecliff Station,Train,Entry,230020
16738,2016-09,Edgecliff Station,Train,Exit,221200
16739,2016-10,Edgecliff Station,Train,Entry,218900
16740,2016-10,Edgecliff Station,Train,Exit,208750
16741,2016-11,Edgecliff Station,Train,Entry,252320
16742,2016-11,Edgecliff Station,Train,Exit,241950
16743,2016-12,Edgecliff Station,Train,Entry,226880
16744,2016-12,Edgecliff Station,Train,Exit,223230
16745,2017-01,Edgecliff Station,Train,Entry,209670
16746,2017-01,Edgecliff Station,Train,Exit,203560
16747,2017-02,Edgecliff Station,Train,Entry,232410
16748,2017-02,Edgecliff Station,Train,Exit,224690
16749,2017-03,Edgecliff Station,Train,Entry,268690
16750,2017-03,Edgecliff Station,Train,Exit,259580
16751,2017-04,Edgecliff Station,Train,Entry,211490
16752,2017-04,Edgecliff Station,Train,Exit,207140
16753,2017-05,Edgecliff Station,Train,Entry,255800
16754,2017-05,Edgecliff Station,Train,Exit,246890
16755,2017-06,Edgecliff Station,Train,Entry,236260
16756,2017-06,Edgecliff Station,Train,Exit,227690
16757,2017-07,Edgecliff Station,Train,Entry,223280
16758,2017-07,Edgecliff Station,Train,Exit,215590
16759,2017-08,Edgecliff Station,Train,Entry,255440
16760,2017-08,Edgecliff Station,Train,Exit,245470
16761,2017-09,Edgecliff Station,Train,Entry,235180
16762,2017-09,Edgecliff Station,Train,Exit,227290
16763,2017-10,Edgecliff Station,Train,Entry,248070
16764,2017-10,Edgecliff Station,Train,Exit,238750
16765,2017-11,Edgecliff Station,Train,Entry,264830
16766,2017-11,Edgecliff Station,Train,Exit,254790
16767,2017-12,Edgecliff Station,Train,Entry,230610
16768,2017-12,Edgecliff Station,Train,Exit,226730
16769,2018-01,Edgecliff Station,Train,Entry,221760
16770,2018-01,Edgecliff Station,Train,Exit,213710
16771,2018-02,Edgecliff Station,Train,Entry,241410
16772,2018-02,Edgecliff Station,Train,Exit,232870
16773,2018-03,Edgecliff Station,Train,Entry,259350
16774,2018-03,Edgecliff Station,Train,Exit,249040
16775,2018-04,Edgecliff Station,Train,Entry,225920
16776,2018-04,Edgecliff Station,Train,Exit,220030
16777,2018-05,Edgecliff Station,Train,Entry,269560
16778,2018-05,Edgecliff Station,Train,Exit,260880
16779,2018-06,Edgecliff Station,Train,Entry,239560
16780,2018-06,Edgecliff Station,Train,Exit,233450
16781,2018-07,Edgecliff Station,Train,Entry,235430
16782,2018-07,Edgecliff Station,Train,Exit,229070
16783,2018-08,Edgecliff Station,Train,Entry,260770
16784,2018-08,Edgecliff Station,Train,Exit,251580
16785,2018-09,Edgecliff Station,Train,Entry,224010
16786,2018-09,Edgecliff Station,Train,Exit,217850
16787,2018-10,Edgecliff Station,Train,Entry,247400
16788,2018-10,Edgecliff Station,Train,Exit,239030
16789,2018-11,Edgecliff Station,Train,Entry,262390
16790,2018-11,Edgecliff Station,Train,Exit,250670
16791,2018-12,Edgecliff Station,Train,Entry,215030
16792,2018-12,Edgecliff Station,Train,Exit,211230
16793,2019-01,Edgecliff Station,Train,Entry,223840
16794,2019-01,Edgecliff Station,Train,Exit,215890
16795,2019-02,Edgecliff Station,Train,Entry,244430
16796,2019-02,Edgecliff Station,Train,Exit,232980
16797,2019-03,Edgecliff Station,Train,Entry,265160
16798,2019-03,Edgecliff Station,Train,Exit,253180
16799,2019-04,Edgecliff Station,Train,Entry,214750
16800,2019-04,Edgecliff Station,Train,Exit,205090
16801,2019-05,Edgecliff Station,Train,Entry,268370
16802,2019-05,Edgecliff Station,Train,Exit,254160
16803,2019-06,Edgecliff Station,Train,Entry,230420
16804,2019-06,Edgecliff Station,Train,Exit,219230
16805,2019-07,Edgecliff Station,Train,Entry,239850
16806,2019-07,Edgecliff Station,Train,Exit,229640
16807,2019-08,Edgecliff Station,Train,Entry,249190
16808,2019-08,Edgecliff Station,Train,Exit,236610
16809,2019-09,Edgecliff Station,Train,Entry,235620
16810,2019-09,Edgecliff Station,Train,Exit,225840
16811,2019-10,Edgecliff Station,Train,Entry,248850
16812,2019-10,Edgecliff Station,Train,Exit,238870
16813,2019-11,Edgecliff Station,Train,Entry,259760
16814,2019-11,Edgecliff Station,Train,Exit,247980
16815,2019-12,Edgecliff Station,Train,Entry,227550
16816,2019-12,Edgecliff Station,Train,Exit,221660
16817,2020-01,Edgecliff Station,Train,Entry,225540
16818,2020-01,Edgecliff Station,Train,Exit,216890
16819,2020-02,Edgecliff Station,Train,Entry,242030
16820,2020-02,Edgecliff Station,Train,Exit,231780
16821,2020-03,Edgecliff Station,Train,Entry,175080
16822,2020-03,Edgecliff Station,Train,Exit,169360
16823,2020-04,Edgecliff Station,Train,Entry,48360
16824,2020-04,Edgecliff Station,Train,Exit,48970
16825,2020-05,Edgecliff Station,Train,Entry,79140
16826,2020-05,Edgecliff Station,Train,Exit,79400
16827,2020-06,Edgecliff Station,Train,Entry,115930
16828,2020-06,Edgecliff Station,Train,Exit,114380
16829,2020-07,Edgecliff Station,Train,Entry,132420
16830,2020-07,Edgecliff Station,Train,Exit,131370
16831,2020-08,Edgecliff Station,Train,Entry,122370
16832,2020-08,Edgecliff Station,Train,Exit,119630
16833,2020-09,Edgecliff Station,Train,Entry,133100
16834,2020-09,Edgecliff Station,Train,Exit,130440
16835,2020-10,Edgecliff Station,Train,Entry,141900
16836,2020-10,Edgecliff Station,Train,Exit,139190
16837,2020-11,Edgecliff Station,Train,Entry,152970
16838,2020-11,Edgecliff Station,Train,Exit,148300
16839,2020-12,Edgecliff Station,Train,Entry,138360
16840,2020-12,Edgecliff Station,Train,Exit,136680
16841,2021-01,Edgecliff Station,Train,Entry,121920
16842,2021-01,Edgecliff Station,Train,Exit,121450
16843,2021-02,Edgecliff Station,Train,Entry,154300
16844,2021-02,Edgecliff Station,Train,Exit,149660
16845,2021-03,Edgecliff Station,Train,Entry,179590
16846,2021-03,Edgecliff Station,Train,Exit,173570
16847,2021-04,Edgecliff Station,Train,Entry,155890
16848,2021-04,Edgecliff Station,Train,Exit,152510
16849,2021-05,Edgecliff Station,Train,Entry,175220
16850,2021-05,Edgecliff Station,Train,Exit,170100
16851,2021-06,Edgecliff Station,Train,Entry,141090
16852,2021-06,Edgecliff Station,Train,Exit,139150
16853,2021-07,Edgecliff Station,Train,Entry,44080
16854,2021-07,Edgecliff Station,Train,Exit,45100
16855,2021-08,Edgecliff Station,Train,Entry,43320
16856,2021-08,Edgecliff Station,Train,Exit,43910
16857,2021-09,Edgecliff Station,Train,Entry,48570
16858,2021-09,Edgecliff Station,Train,Exit,48710
16859,2021-10,Edgecliff Station,Train,Entry,90160
16860,2021-10,Edgecliff Station,Train,Exit,90400
16861,2021-11,Edgecliff Station,Train,Entry,130770
16862,2021-11,Edgecliff Station,Train,Exit,128850
16863,2021-12,Edgecliff Station,Train,Entry,117800
16864,2021-12,Edgecliff Station,Train,Exit,119070
16865,2022-01,Edgecliff Station,Train,Entry,85950
16866,2022-01,Edgecliff Station,Train,Exit,88880
16867,2022-02,Edgecliff Station,Train,Entry,112970
16868,2022-02,Edgecliff Station,Train,Exit,112580
16869,2022-03,Edgecliff Station,Train,Entry,143270
16870,2022-03,Edgecliff Station,Train,Exit,141430
16871,2022-04,Edgecliff Station,Train,Entry,123200
16872,2022-04,Edgecliff Station,Train,Exit,122850
16873,2022-05,Edgecliff Station,Train,Entry,162330
16874,2022-05,Edgecliff Station,Train,Exit,159500
16875,2022-06,Edgecliff Station,Train,Entry,156270
16876,2022-06,Edgecliff Station,Train,Exit,153610
16877,2022-07,Edgecliff Station,Train,Entry,138090
16878,2022-07,Edgecliff Station,Train,Exit,137710
16879,2022-08,Edgecliff Station,Train,Entry,135150
16880,2022-08,Edgecliff Station,Train,Exit,132910
16881,2022-09,Edgecliff Station,Train,Entry,134850
16882,2022-09,Edgecliff Station,Train,Exit,132570
16883,2022-10,Edgecliff Station,Train,Entry,161160
16884,2022-10,Edgecliff Station,Train,Exit,158730
16885,2022-11,Edgecliff Station,Train,Entry,138620
16886,2022-11,Edgecliff Station,Train,Exit,135690
16887,2022-12,Edgecliff Station,Train,Entry,163270
16888,2022-12,Edgecliff Station,Train,Exit,165150
16889,2023-01,Edgecliff Station,Train,Entry,154340
16890,2023-01,Edgecliff Station,Train,Exit,151840
16891,2023-02,Edgecliff Station,Train,Entry,182730
16892,2023-02,Edgecliff Station,Train,Exit,177990
16893,2023-03,Edgecliff Station,Train,Entry,195820
16894,2023-03,Edgecliff Station,Train,Exit,189700
16895,2023-04,Edgecliff Station,Train,Entry,142270
16896,2023-04,Edgecliff Station,Train,Exit,140680
16897,2023-05,Edgecliff Station,Train,Entry,198580
16898,2023-05,Edgecliff Station,Train,Exit,192730
16899,2023-06,Edgecliff Station,Train,Entry,179410
16900,2023-06,Edgecliff Station,Train,Exit,173860
16901,2023-07,Edgecliff Station,Train,Entry,171090
16902,2023-07,Edgecliff Station,Train,Exit,167020
16903,2023-08,Edgecliff Station,Train,Entry,200570
16904,2023-08,Edgecliff Station,Train,Exit,193650
16905,2023-09,Edgecliff Station,Train,Entry,187540
16906,2023-09,Edgecliff Station,Train,Exit,182100
16907,2023-10,Edgecliff Station,Train,Entry,197100
16908,2023-10,Edgecliff Station,Train,Exit,191450
16909,2023-11,Edgecliff Station,Train,Entry,195350
16910,2023-11,Edgecliff Station,Train,Exit,186190
16911,2023-12,Edgecliff Station,Train,Entry,172330
16912,2023-12,Edgecliff Station,Train,Exit,171440
16913,2024-01,Edgecliff Station,Train,Entry,172940
16914,2024-01,Edgecliff Station,Train,Exit,168990
16915,2024-02,Edgecliff Station,Train,Entry,204880
16916,2024-02,Edgecliff Station,Train,Exit,198500
16917,2024-03,Edgecliff Station,Train,Entry,200980
16918,2024-03,Edgecliff Station,Train,Exit,194420
16919,2024-04,Edgecliff Station,Train,Entry,181570
16920,2024-04,Edgecliff Station,Train,Exit,179510
16921,2024-05,Edgecliff Station,Train,Entry,207440
16922,2024-05,Edgecliff Station,Train,Exit,201520
16923,2024-06,Edgecliff Station,Train,Entry,180130
16924,2024-06,Edgecliff Station,Train,Exit,176760
16925,2016-07,Edmondson Park Station,Train,Entry,19060
16926,2016-07,Edmondson Park Station,Train,Exit,17700
16927,2016-08,Edmondson Park Station,Train,Entry,24500
16928,2016-08,Edmondson Park Station,Train,Exit,22490
16929,2016-09,Edmondson Park Station,Train,Entry,22370
16930,2016-09,Edmondson Park Station,Train,Exit,20780
16931,2016-10,Edmondson Park Station,Train,Entry,22150
16932,2016-10,Edmondson Park Station,Train,Exit,20870
16933,2016-11,Edmondson Park Station,Train,Entry,23660
16934,2016-11,Edmondson Park Station,Train,Exit,22420
16935,2016-12,Edmondson Park Station,Train,Entry,19440
16936,2016-12,Edmondson Park Station,Train,Exit,17580
16937,2017-01,Edmondson Park Station,Train,Entry,19260
16938,2017-01,Edmondson Park Station,Train,Exit,18220
16939,2017-02,Edmondson Park Station,Train,Entry,22360
16940,2017-02,Edmondson Park Station,Train,Exit,20750
16941,2017-03,Edmondson Park Station,Train,Entry,28450
16942,2017-03,Edmondson Park Station,Train,Exit,26610
16943,2017-04,Edmondson Park Station,Train,Entry,23200
16944,2017-04,Edmondson Park Station,Train,Exit,21330
16945,2017-05,Edmondson Park Station,Train,Entry,31000
16946,2017-05,Edmondson Park Station,Train,Exit,28990
16947,2017-06,Edmondson Park Station,Train,Entry,28210
16948,2017-06,Edmondson Park Station,Train,Exit,25860
16949,2017-07,Edmondson Park Station,Train,Entry,27290
16950,2017-07,Edmondson Park Station,Train,Exit,25150
16951,2017-08,Edmondson Park Station,Train,Entry,31590
16952,2017-08,Edmondson Park Station,Train,Exit,29380
16953,2017-09,Edmondson Park Station,Train,Entry,28320
16954,2017-09,Edmondson Park Station,Train,Exit,26690
16955,2017-10,Edmondson Park Station,Train,Entry,30350
16956,2017-10,Edmondson Park Station,Train,Exit,28360
16957,2017-11,Edmondson Park Station,Train,Entry,33270
16958,2017-11,Edmondson Park Station,Train,Exit,31100
16959,2017-12,Edmondson Park Station,Train,Entry,29850
16960,2017-12,Edmondson Park Station,Train,Exit,27790
16961,2018-01,Edmondson Park Station,Train,Entry,30630
16962,2018-01,Edmondson Park Station,Train,Exit,29490
16963,2018-02,Edmondson Park Station,Train,Entry,35990
16964,2018-02,Edmondson Park Station,Train,Exit,34220
16965,2018-03,Edmondson Park Station,Train,Entry,44700
16966,2018-03,Edmondson Park Station,Train,Exit,42290
16967,2018-04,Edmondson Park Station,Train,Entry,38420
16968,2018-04,Edmondson Park Station,Train,Exit,36280
16969,2018-05,Edmondson Park Station,Train,Entry,49350
16970,2018-05,Edmondson Park Station,Train,Exit,46920
16971,2018-06,Edmondson Park Station,Train,Entry,42560
16972,2018-06,Edmondson Park Station,Train,Exit,39960
16973,2018-07,Edmondson Park Station,Train,Entry,43600
16974,2018-07,Edmondson Park Station,Train,Exit,41500
16975,2018-08,Edmondson Park Station,Train,Entry,49490
16976,2018-08,Edmondson Park Station,Train,Exit,46800
16977,2018-09,Edmondson Park Station,Train,Entry,44550
16978,2018-09,Edmondson Park Station,Train,Exit,42100
16979,2018-10,Edmondson Park Station,Train,Entry,47870
16980,2018-10,Edmondson Park Station,Train,Exit,45350
16981,2018-11,Edmondson Park Station,Train,Entry,48890
16982,2018-11,Edmondson Park Station,Train,Exit,45890
16983,2018-12,Edmondson Park Station,Train,Entry,37980
16984,2018-12,Edmondson Park Station,Train,Exit,34760
16985,2019-01,Edmondson Park Station,Train,Entry,40200
16986,2019-01,Edmondson Park Station,Train,Exit,38770
16987,2019-02,Edmondson Park Station,Train,Entry,47320
16988,2019-02,Edmondson Park Station,Train,Exit,44360
16989,2019-03,Edmondson Park Station,Train,Entry,55230
16990,2019-03,Edmondson Park Station,Train,Exit,52340
16991,2019-04,Edmondson Park Station,Train,Entry,49170
16992,2019-04,Edmondson Park Station,Train,Exit,46300
16993,2019-05,Edmondson Park Station,Train,Entry,59370
16994,2019-05,Edmondson Park Station,Train,Exit,55930
16995,2019-06,Edmondson Park Station,Train,Entry,53820
16996,2019-06,Edmondson Park Station,Train,Exit,51140
16997,2019-07,Edmondson Park Station,Train,Entry,59740
16998,2019-07,Edmondson Park Station,Train,Exit,56450
16999,2019-08,Edmondson Park Station,Train,Entry,61970
17000,2019-08,Edmondson Park Station,Train,Exit,58530
17001,2019-09,Edmondson Park Station,Train,Entry,58150
17002,2019-09,Edmondson Park Station,Train,Exit,55450
17003,2019-10,Edmondson Park Station,Train,Entry,63760
17004,2019-10,Edmondson Park Station,Train,Exit,60520
17005,2019-11,Edmondson Park Station,Train,Entry,64410
17006,2019-11,Edmondson Park Station,Train,Exit,60200
17007,2019-12,Edmondson Park Station,Train,Entry,53600
17008,2019-12,Edmondson Park Station,Train,Exit,49820
17009,2020-01,Edmondson Park Station,Train,Entry,53080
17010,2020-01,Edmondson Park Station,Train,Exit,50650
17011,2020-02,Edmondson Park Station,Train,Entry,58680
17012,2020-02,Edmondson Park Station,Train,Exit,54950
17013,2020-03,Edmondson Park Station,Train,Entry,48190
17014,2020-03,Edmondson Park Station,Train,Exit,46020
17015,2020-04,Edmondson Park Station,Train,Entry,14200
17016,2020-04,Edmondson Park Station,Train,Exit,13790
17017,2020-05,Edmondson Park Station,Train,Entry,19440
17018,2020-05,Edmondson Park Station,Train,Exit,18990
17019,2020-06,Edmondson Park Station,Train,Entry,29190
17020,2020-06,Edmondson Park Station,Train,Exit,28090
17021,2020-07,Edmondson Park Station,Train,Entry,29560
