_id,MonthYear,Station,Station_Type,Entry_Exit,Trip
39344,2021-07,Otford Station,Train,Exit,170
39345,2021-08,Otford Station,Train,Entry,150
39346,2021-08,Otford Station,Train,Exit,140
39347,2021-09,Otford Station,Train,Entry,130
39348,2021-09,Otford Station,Train,Exit,130
39349,2021-10,Otford Station,Train,Entry,610
39350,2021-10,Otford Station,Train,Exit,830
39351,2021-11,Otford Station,Train,Entry,640
39352,2021-11,Otford Station,Train,Exit,710
39353,2021-12,Otford Station,Train,Entry,750
39354,2021-12,Otford Station,Train,Exit,1280
39355,2022-01,Otford Station,Train,Entry,710
39356,2022-01,Otford Station,Train,Exit,760
39357,2022-02,Otford Station,Train,Entry,540
39358,2022-02,Otford Station,Train,Exit,470
39359,2022-03,Otford Station,Train,Entry,300
39360,2022-03,Otford Station,Train,Exit,330
39361,2022-04,Otford Station,Train,Entry,260
39362,2022-04,Otford Station,Train,Exit,200
39363,2022-05,Otford Station,Train,Entry,620
39364,2022-05,Otford Station,Train,Exit,600
39365,2022-06,Otford Station,Train,Entry,600
39366,2022-06,Otford Station,Train,Exit,670
39367,2022-07,Otford Station,Train,Entry,510
39368,2022-07,Otford Station,Train,Exit,530
39369,2022-08,Otford Station,Train,Entry,640
39370,2022-08,Otford Station,Train,Exit,540
39371,2022-09,Otford Station,Train,Entry,750
39372,2022-09,Otford Station,Train,Exit,690
39373,2022-10,Otford Station,Train,Entry,690
39374,2022-10,Otford Station,Train,Exit,690
39375,2022-11,Otford Station,Train,Entry,600
39376,2022-11,Otford Station,Train,Exit,600
39377,2022-12,Otford Station,Train,Entry,980
39378,2022-12,Otford Station,Train,Exit,890
39379,2023-01,Otford Station,Train,Entry,900
39380,2023-01,Otford Station,Train,Exit,900
39381,2023-02,Otford Station,Train,Entry,880
39382,2023-02,Otford Station,Train,Exit,800
39383,2023-03,Otford Station,Train,Entry,1030
39384,2023-03,Otford Station,Train,Exit,980
39385,2023-04,Otford Station,Train,Entry,960
39386,2023-04,Otford Station,Train,Exit,890
39387,2023-05,Otford Station,Train,Entry,850
39388,2023-05,Otford Station,Train,Exit,830
39389,2023-06,Otford Station,Train,Entry,980
39390,2023-06,Otford Station,Train,Exit,910
39391,2023-07,Otford Station,Train,Entry,800
39392,2023-07,Otford Station,Train,Exit,750
39393,2023-08,Otford Station,Train,Entry,830
39394,2023-08,Otford Station,Train,Exit,890
39395,2023-09,Otford Station,Train,Entry,1180
39396,2023-09,Otford Station,Train,Exit,1640
39397,2023-10,Otford Station,Train,Entry,910
39398,2023-10,Otford Station,Train,Exit,930
39399,2023-11,Otford Station,Train,Entry,1000
39400,2023-11,Otford Station,Train,Exit,1010
39401,2023-12,Otford Station,Train,Entry,1010
39402,2023-12,Otford Station,Train,Exit,990
39403,2024-01,Otford Station,Train,Entry,1040
39404,2024-01,Otford Station,Train,Exit,1080
39405,2024-02,Otford Station,Train,Entry,840
39406,2024-02,Otford Station,Train,Exit,840
39407,2024-03,Otford Station,Train,Entry,960
39408,2024-03,Otford Station,Train,Exit,930
39409,2024-04,Otford Station,Train,Entry,700
39410,2024-04,Otford Station,Train,Exit,760
39411,2024-05,Otford Station,Train,Entry,860
39412,2024-05,Otford Station,Train,Exit,740
39413,2024-06,Otford Station,Train,Entry,650
39414,2024-06,Otford Station,Train,Exit,640
39415,2016-07,Ourimbah Station,Train,Entry,5570
39416,2016-07,Ourimbah Station,Train,Exit,5310
39417,2016-08,Ourimbah Station,Train,Entry,8780
39418,2016-08,Ourimbah Station,Train,Exit,8650
39419,2016-09,Ourimbah Station,Train,Entry,7040
39420,2016-09,Ourimbah Station,Train,Exit,6630
39421,2016-10,Ourimbah Station,Train,Entry,7040
39422,2016-10,Ourimbah Station,Train,Exit,6730
39423,2016-11,Ourimbah Station,Train,Entry,6920
39424,2016-11,Ourimbah Station,Train,Exit,6490
39425,2016-12,Ourimbah Station,Train,Entry,4720
39426,2016-12,Ourimbah Station,Train,Exit,4210
39427,2017-01,Ourimbah Station,Train,Entry,4420
39428,2017-01,Ourimbah Station,Train,Exit,4080
39429,2017-02,Ourimbah Station,Train,Entry,6500
39430,2017-02,Ourimbah Station,Train,Exit,5830
39431,2017-03,Ourimbah Station,Train,Entry,9790
39432,2017-03,Ourimbah Station,Train,Exit,9120
39433,2017-04,Ourimbah Station,Train,Entry,6450
39434,2017-04,Ourimbah Station,Train,Exit,6120
39435,2017-05,Ourimbah Station,Train,Entry,9200
39436,2017-05,Ourimbah Station,Train,Exit,8590
39437,2017-06,Ourimbah Station,Train,Entry,6460
39438,2017-06,Ourimbah Station,Train,Exit,5920
39439,2017-07,Ourimbah Station,Train,Entry,6550
39440,2017-07,Ourimbah Station,Train,Exit,6050
39441,2017-08,Ourimbah Station,Train,Entry,9020
39442,2017-08,Ourimbah Station,Train,Exit,8570
39443,2017-09,Ourimbah Station,Train,Entry,6820
39444,2017-09,Ourimbah Station,Train,Exit,6420
39445,2017-10,Ourimbah Station,Train,Entry,7030
39446,2017-10,Ourimbah Station,Train,Exit,6670
39447,2017-11,Ourimbah Station,Train,Entry,6900
39448,2017-11,Ourimbah Station,Train,Exit,6550
39449,2017-12,Ourimbah Station,Train,Entry,4630
39450,2017-12,Ourimbah Station,Train,Exit,4170
39451,2018-01,Ourimbah Station,Train,Entry,3950
39452,2018-01,Ourimbah Station,Train,Exit,3670
39453,2018-02,Ourimbah Station,Train,Entry,6440
39454,2018-02,Ourimbah Station,Train,Exit,6150
39455,2018-03,Ourimbah Station,Train,Entry,9370
39456,2018-03,Ourimbah Station,Train,Exit,9120
39457,2018-04,Ourimbah Station,Train,Entry,6830
39458,2018-04,Ourimbah Station,Train,Exit,6590
39459,2018-05,Ourimbah Station,Train,Entry,9390
39460,2018-05,Ourimbah Station,Train,Exit,9090
39461,2018-06,Ourimbah Station,Train,Entry,6570
39462,2018-06,Ourimbah Station,Train,Exit,6220
39463,2018-07,Ourimbah Station,Train,Entry,6280
39464,2018-07,Ourimbah Station,Train,Exit,5970
39465,2018-08,Ourimbah Station,Train,Entry,9270
39466,2018-08,Ourimbah Station,Train,Exit,8980
39467,2018-09,Ourimbah Station,Train,Entry,7660
39468,2018-09,Ourimbah Station,Train,Exit,7310
39469,2018-10,Ourimbah Station,Train,Entry,7210
39470,2018-10,Ourimbah Station,Train,Exit,6880
39471,2018-11,Ourimbah Station,Train,Entry,7210
39472,2018-11,Ourimbah Station,Train,Exit,6720
39473,2018-12,Ourimbah Station,Train,Entry,4820
39474,2018-12,Ourimbah Station,Train,Exit,4240
39475,2019-01,Ourimbah Station,Train,Entry,4390
39476,2019-01,Ourimbah Station,Train,Exit,4020
39477,2019-02,Ourimbah Station,Train,Entry,7020
39478,2019-02,Ourimbah Station,Train,Exit,6760
39479,2019-03,Ourimbah Station,Train,Entry,9560
39480,2019-03,Ourimbah Station,Train,Exit,9470
39481,2019-04,Ourimbah Station,Train,Entry,7070
39482,2019-04,Ourimbah Station,Train,Exit,6810
39483,2019-05,Ourimbah Station,Train,Entry,9350
39484,2019-05,Ourimbah Station,Train,Exit,9060
39485,2019-06,Ourimbah Station,Train,Entry,6330
39486,2019-06,Ourimbah Station,Train,Exit,5920
39487,2019-07,Ourimbah Station,Train,Entry,6490
39488,2019-07,Ourimbah Station,Train,Exit,6070
39489,2019-08,Ourimbah Station,Train,Entry,8870
39490,2019-08,Ourimbah Station,Train,Exit,8530
39491,2019-09,Ourimbah Station,Train,Entry,7860
39492,2019-09,Ourimbah Station,Train,Exit,7540
39493,2019-10,Ourimbah Station,Train,Entry,7220
39494,2019-10,Ourimbah Station,Train,Exit,7110
39495,2019-11,Ourimbah Station,Train,Entry,6610
39496,2019-11,Ourimbah Station,Train,Exit,6370
39497,2019-12,Ourimbah Station,Train,Entry,4190
39498,2019-12,Ourimbah Station,Train,Exit,3850
39499,2020-01,Ourimbah Station,Train,Entry,3040
39500,2020-01,Ourimbah Station,Train,Exit,2860
39501,2020-02,Ourimbah Station,Train,Entry,6030
39502,2020-02,Ourimbah Station,Train,Exit,5810
39503,2020-03,Ourimbah Station,Train,Entry,5570
39504,2020-03,Ourimbah Station,Train,Exit,5470
39505,2020-04,Ourimbah Station,Train,Entry,670
39506,2020-04,Ourimbah Station,Train,Exit,650
39507,2020-05,Ourimbah Station,Train,Entry,1510
39508,2020-05,Ourimbah Station,Train,Exit,1350
39509,2020-06,Ourimbah Station,Train,Entry,1960
39510,2020-06,Ourimbah Station,Train,Exit,1700
39511,2020-07,Ourimbah Station,Train,Entry,2370
39512,2020-07,Ourimbah Station,Train,Exit,2180
39513,2020-08,Ourimbah Station,Train,Entry,3080
39514,2020-08,Ourimbah Station,Train,Exit,3040
39515,2020-09,Ourimbah Station,Train,Entry,3260
39516,2020-09,Ourimbah Station,Train,Exit,3160
39517,2020-10,Ourimbah Station,Train,Entry,2960
39518,2020-10,Ourimbah Station,Train,Exit,2950
39519,2020-11,Ourimbah Station,Train,Entry,3050
39520,2020-11,Ourimbah Station,Train,Exit,2900
39521,2020-12,Ourimbah Station,Train,Entry,2360
39522,2020-12,Ourimbah Station,Train,Exit,2260
39523,2021-01,Ourimbah Station,Train,Entry,1930
39524,2021-01,Ourimbah Station,Train,Exit,1770
39525,2021-02,Ourimbah Station,Train,Entry,3490
39526,2021-02,Ourimbah Station,Train,Exit,3150
39527,2021-03,Ourimbah Station,Train,Entry,4700
39528,2021-03,Ourimbah Station,Train,Exit,4370
39529,2021-04,Ourimbah Station,Train,Entry,3890
39530,2021-04,Ourimbah Station,Train,Exit,3590
39531,2021-05,Ourimbah Station,Train,Entry,4410
39532,2021-05,Ourimbah Station,Train,Exit,4200
39533,2021-06,Ourimbah Station,Train,Entry,2880
39534,2021-06,Ourimbah Station,Train,Exit,2660
39535,2021-07,Ourimbah Station,Train,Entry,730
39536,2021-07,Ourimbah Station,Train,Exit,640
39537,2021-08,Ourimbah Station,Train,Entry,590
39538,2021-08,Ourimbah Station,Train,Exit,490
39539,2021-09,Ourimbah Station,Train,Entry,640
39540,2021-09,Ourimbah Station,Train,Exit,540
39541,2021-10,Ourimbah Station,Train,Entry,1290
39542,2021-10,Ourimbah Station,Train,Exit,1180
39543,2021-11,Ourimbah Station,Train,Entry,2290
39544,2021-11,Ourimbah Station,Train,Exit,2020
39545,2021-12,Ourimbah Station,Train,Entry,1850
39546,2021-12,Ourimbah Station,Train,Exit,1660
39547,2022-01,Ourimbah Station,Train,Entry,1230
39548,2022-01,Ourimbah Station,Train,Exit,1120
39549,2022-02,Ourimbah Station,Train,Entry,2000
39550,2022-02,Ourimbah Station,Train,Exit,1790
39551,2022-03,Ourimbah Station,Train,Entry,3270
39552,2022-03,Ourimbah Station,Train,Exit,3080
39553,2022-04,Ourimbah Station,Train,Entry,2560
39554,2022-04,Ourimbah Station,Train,Exit,2350
39555,2022-05,Ourimbah Station,Train,Entry,3930
39556,2022-05,Ourimbah Station,Train,Exit,3760
39557,2022-06,Ourimbah Station,Train,Entry,2820
39558,2022-06,Ourimbah Station,Train,Exit,2650
39559,2022-07,Ourimbah Station,Train,Entry,2560
39560,2022-07,Ourimbah Station,Train,Exit,2320
39561,2022-08,Ourimbah Station,Train,Entry,3720
39562,2022-08,Ourimbah Station,Train,Exit,3450
39563,2022-09,Ourimbah Station,Train,Entry,3050
39564,2022-09,Ourimbah Station,Train,Exit,2850
39565,2022-10,Ourimbah Station,Train,Entry,3150
39566,2022-10,Ourimbah Station,Train,Exit,2980
39567,2022-11,Ourimbah Station,Train,Entry,2810
39568,2022-11,Ourimbah Station,Train,Exit,2550
39569,2022-12,Ourimbah Station,Train,Entry,2610
39570,2022-12,Ourimbah Station,Train,Exit,2310
39571,2023-01,Ourimbah Station,Train,Entry,2450
39572,2023-01,Ourimbah Station,Train,Exit,2200
39573,2023-02,Ourimbah Station,Train,Entry,3900
39574,2023-02,Ourimbah Station,Train,Exit,3620
39575,2023-03,Ourimbah Station,Train,Entry,5120
39576,2023-03,Ourimbah Station,Train,Exit,4910
39577,2023-04,Ourimbah Station,Train,Entry,3310
39578,2023-04,Ourimbah Station,Train,Exit,3090
39579,2023-05,Ourimbah Station,Train,Entry,4520
39580,2023-05,Ourimbah Station,Train,Exit,4470
39581,2023-06,Ourimbah Station,Train,Entry,3450
39582,2023-06,Ourimbah Station,Train,Exit,3180
39583,2023-07,Ourimbah Station,Train,Entry,4030
39584,2023-07,Ourimbah Station,Train,Exit,3810
39585,2023-08,Ourimbah Station,Train,Entry,4990
39586,2023-08,Ourimbah Station,Train,Exit,4840
39587,2023-09,Ourimbah Station,Train,Entry,4280
39588,2023-09,Ourimbah Station,Train,Exit,4020
39589,2023-10,Ourimbah Station,Train,Entry,4130
39590,2023-10,Ourimbah Station,Train,Exit,3830
39591,2023-11,Ourimbah Station,Train,Entry,3900
39592,2023-11,Ourimbah Station,Train,Exit,3600
39593,2023-12,Ourimbah Station,Train,Entry,2970
39594,2023-12,Ourimbah Station,Train,Exit,2650
39595,2024-01,Ourimbah Station,Train,Entry,2800
39596,2024-01,Ourimbah Station,Train,Exit,2600
39597,2024-02,Ourimbah Station,Train,Entry,4060
39598,2024-02,Ourimbah Station,Train,Exit,3690
39599,2024-03,Ourimbah Station,Train,Entry,5030
39600,2024-03,Ourimbah Station,Train,Exit,4740
39601,2024-04,Ourimbah Station,Train,Entry,3660
39602,2024-04,Ourimbah Station,Train,Exit,3430
39603,2024-05,Ourimbah Station,Train,Entry,4500
39604,2024-05,Ourimbah Station,Train,Exit,4100
39605,2024-06,Ourimbah Station,Train,Entry,3310
39606,2024-06,Ourimbah Station,Train,Exit,2960
39607,2016-07,Padstow Station,Train,Entry,89430
39608,2016-07,Padstow Station,Train,Exit,83850
39609,2016-08,Padstow Station,Train,Entry,106940
39610,2016-08,Padstow Station,Train,Exit,100300
39611,2016-09,Padstow Station,Train,Entry,102170
39612,2016-09,Padstow Station,Train,Exit,95290
39613,2016-10,Padstow Station,Train,Entry,101510
39614,2016-10,Padstow Station,Train,Exit,95350
39615,2016-11,Padstow Station,Train,Entry,101180
39616,2016-11,Padstow Station,Train,Exit,94890
39617,2016-12,Padstow Station,Train,Entry,93020
39618,2016-12,Padstow Station,Train,Exit,84820
39619,2017-01,Padstow Station,Train,Entry,83680
39620,2017-01,Padstow Station,Train,Exit,79490
39621,2017-02,Padstow Station,Train,Entry,96080
39622,2017-02,Padstow Station,Train,Exit,90320
39623,2017-03,Padstow Station,Train,Entry,113130
39624,2017-03,Padstow Station,Train,Exit,105850
39625,2017-04,Padstow Station,Train,Entry,91800
39626,2017-04,Padstow Station,Train,Exit,86480
39627,2017-05,Padstow Station,Train,Entry,115860
39628,2017-05,Padstow Station,Train,Exit,108700
39629,2017-06,Padstow Station,Train,Entry,106350
39630,2017-06,Padstow Station,Train,Exit,98630
39631,2017-07,Padstow Station,Train,Entry,102740
39632,2017-07,Padstow Station,Train,Exit,96870
39633,2017-08,Padstow Station,Train,Entry,109960
39634,2017-08,Padstow Station,Train,Exit,103620
39635,2017-09,Padstow Station,Train,Entry,106050
39636,2017-09,Padstow Station,Train,Exit,99040
39637,2017-10,Padstow Station,Train,Entry,105390
39638,2017-10,Padstow Station,Train,Exit,99210
39639,2017-11,Padstow Station,Train,Entry,109810
39640,2017-11,Padstow Station,Train,Exit,101340
39641,2017-12,Padstow Station,Train,Entry,86820
39642,2017-12,Padstow Station,Train,Exit,76210
39643,2018-01,Padstow Station,Train,Entry,78140
39644,2018-01,Padstow Station,Train,Exit,71930
39645,2018-02,Padstow Station,Train,Entry,84080
39646,2018-02,Padstow Station,Train,Exit,76460
39647,2018-03,Padstow Station,Train,Entry,97210
39648,2018-03,Padstow Station,Train,Exit,88380
39649,2018-04,Padstow Station,Train,Entry,82910
39650,2018-04,Padstow Station,Train,Exit,75410
39651,2018-05,Padstow Station,Train,Entry,99680
39652,2018-05,Padstow Station,Train,Exit,91300
39653,2018-06,Padstow Station,Train,Entry,86580
39654,2018-06,Padstow Station,Train,Exit,78980
39655,2018-07,Padstow Station,Train,Entry,87140
39656,2018-07,Padstow Station,Train,Exit,80650
39657,2018-08,Padstow Station,Train,Entry,95250
39658,2018-08,Padstow Station,Train,Exit,87190
39659,2018-09,Padstow Station,Train,Entry,83770
39660,2018-09,Padstow Station,Train,Exit,75830
39661,2018-10,Padstow Station,Train,Entry,89430
39662,2018-10,Padstow Station,Train,Exit,81990
39663,2018-11,Padstow Station,Train,Entry,90900
39664,2018-11,Padstow Station,Train,Exit,83060
39665,2018-12,Padstow Station,Train,Entry,73110
39666,2018-12,Padstow Station,Train,Exit,65500
39667,2019-01,Padstow Station,Train,Entry,73040
39668,2019-01,Padstow Station,Train,Exit,68980
39669,2019-02,Padstow Station,Train,Entry,81910
39670,2019-02,Padstow Station,Train,Exit,74470
39671,2019-03,Padstow Station,Train,Entry,91370
39672,2019-03,Padstow Station,Train,Exit,83980
39673,2019-04,Padstow Station,Train,Entry,80040
39674,2019-04,Padstow Station,Train,Exit,73860
39675,2019-05,Padstow Station,Train,Entry,90010
39676,2019-05,Padstow Station,Train,Exit,83220
39677,2019-06,Padstow Station,Train,Entry,80010
39678,2019-06,Padstow Station,Train,Exit,74210
39679,2019-07,Padstow Station,Train,Entry,86810
39680,2019-07,Padstow Station,Train,Exit,80160
39681,2019-08,Padstow Station,Train,Entry,88080
39682,2019-08,Padstow Station,Train,Exit,80740
39683,2019-09,Padstow Station,Train,Entry,81000
39684,2019-09,Padstow Station,Train,Exit,74220
39685,2019-10,Padstow Station,Train,Entry,87920
39686,2019-10,Padstow Station,Train,Exit,81140
39687,2019-11,Padstow Station,Train,Entry,86020
39688,2019-11,Padstow Station,Train,Exit,79040
39689,2019-12,Padstow Station,Train,Entry,77230
39690,2019-12,Padstow Station,Train,Exit,69620
39691,2020-01,Padstow Station,Train,Entry,73230
39692,2020-01,Padstow Station,Train,Exit,68380
39693,2020-02,Padstow Station,Train,Entry,75160
39694,2020-02,Padstow Station,Train,Exit,68750
39695,2020-03,Padstow Station,Train,Entry,58080
39696,2020-03,Padstow Station,Train,Exit,54000
39697,2020-04,Padstow Station,Train,Entry,15590
39698,2020-04,Padstow Station,Train,Exit,14570
39699,2020-05,Padstow Station,Train,Entry,21570
39700,2020-05,Padstow Station,Train,Exit,20220
39701,2020-06,Padstow Station,Train,Entry,33240
39702,2020-06,Padstow Station,Train,Exit,30390
39703,2020-07,Padstow Station,Train,Entry,35560
39704,2020-07,Padstow Station,Train,Exit,32700
39705,2020-08,Padstow Station,Train,Entry,35650
39706,2020-08,Padstow Station,Train,Exit,32740
39707,2020-09,Padstow Station,Train,Entry,37420
39708,2020-09,Padstow Station,Train,Exit,34320
39709,2020-10,Padstow Station,Train,Entry,38920
39710,2020-10,Padstow Station,Train,Exit,35450
39711,2020-11,Padstow Station,Train,Entry,41210
39712,2020-11,Padstow Station,Train,Exit,37730
39713,2020-12,Padstow Station,Train,Entry,37540
39714,2020-12,Padstow Station,Train,Exit,33990
39715,2021-01,Padstow Station,Train,Entry,30970
39716,2021-01,Padstow Station,Train,Exit,28400
39717,2021-02,Padstow Station,Train,Entry,43120
39718,2021-02,Padstow Station,Train,Exit,39570
39719,2021-03,Padstow Station,Train,Entry,50760
39720,2021-03,Padstow Station,Train,Exit,46530
39721,2021-04,Padstow Station,Train,Entry,47100
39722,2021-04,Padstow Station,Train,Exit,43770
39723,2021-05,Padstow Station,Train,Entry,49580
39724,2021-05,Padstow Station,Train,Exit,45380
39725,2021-06,Padstow Station,Train,Entry,40820
39726,2021-06,Padstow Station,Train,Exit,37370
39727,2021-07,Padstow Station,Train,Entry,14070
39728,2021-07,Padstow Station,Train,Exit,13180
39729,2021-08,Padstow Station,Train,Entry,8230
39730,2021-08,Padstow Station,Train,Exit,7680
39731,2021-09,Padstow Station,Train,Entry,9710
39732,2021-09,Padstow Station,Train,Exit,9100
39733,2021-10,Padstow Station,Train,Entry,20380
39734,2021-10,Padstow Station,Train,Exit,18880
39735,2021-11,Padstow Station,Train,Entry,32500
39736,2021-11,Padstow Station,Train,Exit,29410
39737,2021-12,Padstow Station,Train,Entry,31660
39738,2021-12,Padstow Station,Train,Exit,28720
39739,2022-01,Padstow Station,Train,Entry,22180
39740,2022-01,Padstow Station,Train,Exit,20580
39741,2022-02,Padstow Station,Train,Entry,28570
39742,2022-02,Padstow Station,Train,Exit,26910
39743,2022-03,Padstow Station,Train,Entry,38120
39744,2022-03,Padstow Station,Train,Exit,34930
39745,2022-04,Padstow Station,Train,Entry,37620
39746,2022-04,Padstow Station,Train,Exit,34310
39747,2022-05,Padstow Station,Train,Entry,45020
39748,2022-05,Padstow Station,Train,Exit,41380
39749,2022-06,Padstow Station,Train,Entry,44420
39750,2022-06,Padstow Station,Train,Exit,41010
39751,2022-07,Padstow Station,Train,Entry,40180
39752,2022-07,Padstow Station,Train,Exit,36560
39753,2022-08,Padstow Station,Train,Entry,40530
39754,2022-08,Padstow Station,Train,Exit,35300
39755,2022-09,Padstow Station,Train,Entry,43560
39756,2022-09,Padstow Station,Train,Exit,38220
39757,2022-10,Padstow Station,Train,Entry,46740
39758,2022-10,Padstow Station,Train,Exit,42900
39759,2022-11,Padstow Station,Train,Entry,39840
39760,2022-11,Padstow Station,Train,Exit,36920
39761,2022-12,Padstow Station,Train,Entry,42550
39762,2022-12,Padstow Station,Train,Exit,38450
39763,2023-01,Padstow Station,Train,Entry,41190
39764,2023-01,Padstow Station,Train,Exit,39060
39765,2023-02,Padstow Station,Train,Entry,46550
39766,2023-02,Padstow Station,Train,Exit,43190
39767,2023-03,Padstow Station,Train,Entry,55260
39768,2023-03,Padstow Station,Train,Exit,50820
39769,2023-04,Padstow Station,Train,Entry,45420
39770,2023-04,Padstow Station,Train,Exit,42280
39771,2023-05,Padstow Station,Train,Entry,56820
39772,2023-05,Padstow Station,Train,Exit,52690
39773,2023-06,Padstow Station,Train,Entry,51370
39774,2023-06,Padstow Station,Train,Exit,46700
39775,2023-07,Padstow Station,Train,Entry,55150
39776,2023-07,Padstow Station,Train,Exit,50890
39777,2023-08,Padstow Station,Train,Entry,58430
39778,2023-08,Padstow Station,Train,Exit,53860
39779,2023-09,Padstow Station,Train,Entry,54760
39780,2023-09,Padstow Station,Train,Exit,50610
39781,2023-10,Padstow Station,Train,Entry,58150
39782,2023-10,Padstow Station,Train,Exit,53890
39783,2023-11,Padstow Station,Train,Entry,55290
39784,2023-11,Padstow Station,Train,Exit,51430
39785,2023-12,Padstow Station,Train,Entry,50940
39786,2023-12,Padstow Station,Train,Exit,45520
39787,2024-01,Padstow Station,Train,Entry,52550
39788,2024-01,Padstow Station,Train,Exit,48530
39789,2024-02,Padstow Station,Train,Entry,58460
39790,2024-02,Padstow Station,Train,Exit,53950
39791,2024-03,Padstow Station,Train,Entry,58520
39792,2024-03,Padstow Station,Train,Exit,55070
39793,2024-04,Padstow Station,Train,Entry,57400
39794,2024-04,Padstow Station,Train,Exit,53070
39795,2024-05,Padstow Station,Train,Entry,59810
39796,2024-05,Padstow Station,Train,Exit,55080
39797,2024-06,Padstow Station,Train,Entry,50450
39798,2024-06,Padstow Station,Train,Exit,46680
39799,2016-07,Panania Station,Train,Entry,30680
39800,2016-07,Panania Station,Train,Exit,28210
39801,2016-08,Panania Station,Train,Entry,38480
39802,2016-08,Panania Station,Train,Exit,35150
39803,2016-09,Panania Station,Train,Entry,35810
39804,2016-09,Panania Station,Train,Exit,32660
39805,2016-10,Panania Station,Train,Entry,34620
39806,2016-10,Panania Station,Train,Exit,31570
39807,2016-11,Panania Station,Train,Entry,36210
39808,2016-11,Panania Station,Train,Exit,33440
39809,2016-12,Panania Station,Train,Entry,30410
39810,2016-12,Panania Station,Train,Exit,27350
39811,2017-01,Panania Station,Train,Entry,26640
39812,2017-01,Panania Station,Train,Exit,24490
39813,2017-02,Panania Station,Train,Entry,34460
39814,2017-02,Panania Station,Train,Exit,31690
39815,2017-03,Panania Station,Train,Entry,41310
39816,2017-03,Panania Station,Train,Exit,37070
39817,2017-04,Panania Station,Train,Entry,31330
39818,2017-04,Panania Station,Train,Exit,28010
39819,2017-05,Panania Station,Train,Entry,42410
39820,2017-05,Panania Station,Train,Exit,38590
39821,2017-06,Panania Station,Train,Entry,37630
39822,2017-06,Panania Station,Train,Exit,33660
39823,2017-07,Panania Station,Train,Entry,35590
39824,2017-07,Panania Station,Train,Exit,32610
39825,2017-08,Panania Station,Train,Entry,40440
39826,2017-08,Panania Station,Train,Exit,36190
39827,2017-09,Panania Station,Train,Entry,37880
39828,2017-09,Panania Station,Train,Exit,33880
39829,2017-10,Panania Station,Train,Entry,36810
39830,2017-10,Panania Station,Train,Exit,33350
39831,2017-11,Panania Station,Train,Entry,39010
39832,2017-11,Panania Station,Train,Exit,35210
39833,2017-12,Panania Station,Train,Entry,31620
39834,2017-12,Panania Station,Train,Exit,28770
39835,2018-01,Panania Station,Train,Entry,29550
39836,2018-01,Panania Station,Train,Exit,27250
39837,2018-02,Panania Station,Train,Entry,35720
39838,2018-02,Panania Station,Train,Exit,32990
39839,2018-03,Panania Station,Train,Entry,41880
39840,2018-03,Panania Station,Train,Exit,38360
39841,2018-04,Panania Station,Train,Entry,35330
39842,2018-04,Panania Station,Train,Exit,32270
39843,2018-05,Panania Station,Train,Entry,46170
39844,2018-05,Panania Station,Train,Exit,41970
39845,2018-06,Panania Station,Train,Entry,40720
39846,2018-06,Panania Station,Train,Exit,36730
39847,2018-07,Panania Station,Train,Entry,40570
39848,2018-07,Panania Station,Train,Exit,36900
39849,2018-08,Panania Station,Train,Entry,46670
39850,2018-08,Panania Station,Train,Exit,42450
39851,2018-09,Panania Station,Train,Entry,41390
39852,2018-09,Panania Station,Train,Exit,37490
39853,2018-10,Panania Station,Train,Entry,43310
39854,2018-10,Panania Station,Train,Exit,40040
39855,2018-11,Panania Station,Train,Entry,45130
39856,2018-11,Panania Station,Train,Exit,40940
39857,2018-12,Panania Station,Train,Entry,35950
39858,2018-12,Panania Station,Train,Exit,31980
39859,2019-01,Panania Station,Train,Entry,35360
39860,2019-01,Panania Station,Train,Exit,32690
39861,2019-02,Panania Station,Train,Entry,42660
39862,2019-02,Panania Station,Train,Exit,38710
39863,2019-03,Panania Station,Train,Entry,48150
39864,2019-03,Panania Station,Train,Exit,44090
39865,2019-04,Panania Station,Train,Entry,41530
39866,2019-04,Panania Station,Train,Exit,38020
39867,2019-05,Panania Station,Train,Entry,50250
39868,2019-05,Panania Station,Train,Exit,46000
39869,2019-06,Panania Station,Train,Entry,43510
39870,2019-06,Panania Station,Train,Exit,39760
39871,2019-07,Panania Station,Train,Entry,46830
39872,2019-07,Panania Station,Train,Exit,43380
39873,2019-08,Panania Station,Train,Entry,48490
39874,2019-08,Panania Station,Train,Exit,43770
39875,2019-09,Panania Station,Train,Entry,43960
39876,2019-09,Panania Station,Train,Exit,40650
39877,2019-10,Panania Station,Train,Entry,46400
39878,2019-10,Panania Station,Train,Exit,43190
39879,2019-11,Panania Station,Train,Entry,46170
39880,2019-11,Panania Station,Train,Exit,41920
39881,2019-12,Panania Station,Train,Entry,39630
39882,2019-12,Panania Station,Train,Exit,36270
39883,2020-01,Panania Station,Train,Entry,38240
39884,2020-01,Panania Station,Train,Exit,35980
39885,2020-02,Panania Station,Train,Entry,42470
39886,2020-02,Panania Station,Train,Exit,39130
39887,2020-03,Panania Station,Train,Entry,33020
39888,2020-03,Panania Station,Train,Exit,30910
39889,2020-04,Panania Station,Train,Entry,8010
39890,2020-04,Panania Station,Train,Exit,7950
39891,2020-05,Panania Station,Train,Entry,12460
39892,2020-05,Panania Station,Train,Exit,11900
39893,2020-06,Panania Station,Train,Entry,21060
39894,2020-06,Panania Station,Train,Exit,19820
39895,2020-07,Panania Station,Train,Entry,20400
39896,2020-07,Panania Station,Train,Exit,19200
